id_comedien,nom,prenom,mail,dateNaiss,taille,poids,sexe
3102,Gabriel,Smith,Gabriel@Smith.zqh,1940-8-22,160.6,92.7,F
3103,Mari,Cuomo,Mari@Cuomo.mmq,2002-10-18,201.8,118.0,M
3104,Gilbert,West,Gilbert@West.fhx,1962-4-23,208.2,112.8,F
3105,Shirley,Harper,Shirley@Harper.cma,1974-5-24,161.2,82.3,M
3106,Laura,Post,Laura@Post.ysw,1986-6-19,207.3,84.0,M
3107,Leon,Hanson,Leon@Hanson.orj,1953-12-10,179.3,87.3,F
3108,Ronald,Stout,Ronald@Stout.ifx,1980-3-26,178.6,67.8,M
3109,Edith,Knost,Edith@Knost.dob,1986-6-2,182.0,130.4,M
3110,Frank,Patterson,Frank@Patterson.jlm,1983-3-20,157.3,120.9,M
3111,Jerome,Handsaker,Jerome@Handsaker.egf,1942-1-28,175.5,43.2,M
3112,Helen,Armstrong,Helen@Armstrong.yuw,1969-8-4,154.2,59.8,M
3113,Cindy,Johnson,Cindy@Johnson.zht,1971-11-23,211.2,70.5,F
3114,Scott,Farmer,Scott@Farmer.gtx,1974-9-6,145.7,54.0,F
3115,Eva,Lennon,Eva@Lennon.kql,1948-4-17,172.6,113.9,M
3116,Megan,Gatto,Megan@Gatto.tei,2000-7-12,203.6,105.1,M
3117,David,Ponce,David@Ponce.tqj,1948-5-26,167.4,82.1,F
3118,Ashley,Billington,Ashley@Billington.yur,1943-8-1,152.8,112.5,M
3119,Jamie,Herrington,Jamie@Herrington.jmj,1950-6-3,155.1,96.4,M
3120,George,Crum,George@Crum.bmj,1949-4-11,157.9,110.4,M
3121,Shelley,Harrison,Shelley@Harrison.qae,1960-8-2,160.2,61.4,M
3122,Viviana,Robinson,Viviana@Robinson.exm,2009-2-21,184.0,117.0,M
3123,Lynn,Kovar,Lynn@Kovar.zyj,1994-5-9,186.2,104.2,M
3124,Doris,Aranda,Doris@Aranda.dap,1975-12-28,171.5,82.3,F
3125,Dorothy,Reed,Dorothy@Reed.jup,1993-3-10,155.0,45.9,M
3126,Scott,Reigle,Scott@Reigle.tsv,2004-6-27,191.1,106.2,F
3127,Sandra,Gierisch,Sandra@Gierisch.bas,1951-6-27,148.2,91.4,M
3128,Rose,Sharpe,Rose@Sharpe.bps,1977-3-26,189.0,67.0,F
3129,Stefanie,Prescott,Stefanie@Prescott.jsc,1947-6-16,198.3,124.5,F
3130,Frank,Walters,Frank@Walters.fnm,1988-10-28,190.0,77.6,M
3131,Terence,Anding,Terence@Anding.ezd,1940-2-28,173.7,122.2,M
3132,Patrice,Edwards,Patrice@Edwards.rsf,1951-11-13,200.2,77.8,M
3133,Jesse,Kye,Jesse@Kye.xmb,1967-2-20,179.3,112.7,F
3134,Eliseo,Compton,Eliseo@Compton.uwf,1952-10-26,189.5,41.7,M
3135,Lisa,Rayner,Lisa@Rayner.umr,1950-12-2,212.2,95.9,M
3136,Laura,Sayler,Laura@Sayler.ioa,2002-9-1,204.9,100.9,M
3137,Robert,Brady,Robert@Brady.orj,1954-3-18,154.8,107.3,M
3138,Joseph,Harvey,Joseph@Harvey.wen,1962-4-4,193.7,74.6,F
3139,Donald,Oley,Donald@Oley.tsl,1958-9-13,196.5,91.7,F
3140,David,Elkins,David@Elkins.ucf,1976-5-12,148.1,101.0,F
3141,Patricia,Lawson,Patricia@Lawson.ndj,1992-1-5,215.9,129.9,M
3142,Gladys,Knight,Gladys@Knight.ekd,1940-1-5,151.7,88.5,M
3143,Teresa,Sullivan,Teresa@Sullivan.oxj,2002-6-18,142.1,124.0,M
3144,Myrtle,Moore,Myrtle@Moore.yeh,1970-6-10,174.5,98.4,M
3145,Ethel,Vann,Ethel@Vann.guo,1984-3-24,175.1,52.6,F
3146,Megan,Velasquez,Megan@Velasquez.wyz,1982-3-21,159.6,53.6,M
3147,Marc,Lewis,Marc@Lewis.asx,1977-7-19,154.6,103.7,M
3148,Andrew,Vegas,Andrew@Vegas.mcs,1963-6-23,205.1,118.0,F
3149,David,Fetter,David@Fetter.hnn,1971-5-23,146.0,121.4,M
3150,Celina,Linderman,Celina@Linderman.air,1988-7-13,212.7,128.5,M
3151,Donnie,Green,Donnie@Green.vjr,1994-4-15,169.6,103.6,F
3152,Edward,Burkholder,Edward@Burkholder.fvp,1981-3-28,164.4,125.8,M
3153,Matthew,Johnson,Matthew@Johnson.akm,1960-5-6,189.3,116.3,M
3154,Arthur,Allred,Arthur@Allred.xsr,1987-2-18,208.1,62.6,M
3155,Jonathan,Chernoff,Jonathan@Chernoff.dqj,1986-1-20,186.2,93.1,M
3156,Corey,Mize,Corey@Mize.wpj,1977-5-20,154.9,84.3,F
3157,Crystal,Mccoun,Crystal@Mccoun.pyz,2002-9-7,182.1,98.9,M
3158,Virginia,Parker,Virginia@Parker.fgt,1957-9-3,210.1,82.8,M
3159,Mary,Martin,Mary@Martin.yxj,1965-6-6,199.2,118.7,M
3160,Kristin,Vaughn,Kristin@Vaughn.dzv,1994-5-5,186.0,59.9,M
3161,Roy,Perrodin,Roy@Perrodin.jov,1950-4-13,208.1,42.5,F
3162,Bobby,Tibbs,Bobby@Tibbs.adz,1967-7-21,200.2,115.9,M
3163,Samuel,Williams,Samuel@Williams.tyl,1999-1-8,219.2,107.6,M
3164,Winnie,Kay,Winnie@Kay.xze,1986-1-3,163.0,113.3,M
3165,Tommy,Jordan,Tommy@Jordan.vhq,1955-6-25,203.6,88.2,M
3166,Norma,Kadi,Norma@Kadi.pui,1945-3-24,218.1,57.2,F
3167,Bonnie,Flanagan,Bonnie@Flanagan.nip,1973-3-18,214.4,78.6,M
3168,Mabel,Livingston,Mabel@Livingston.swi,1969-7-22,218.3,63.3,M
3169,James,Spenser,James@Spenser.ppl,1971-1-5,161.7,86.9,M
3170,Larry,Pacheco,Larry@Pacheco.ung,1989-8-1,175.9,54.8,M
3171,Larry,Tribbett,Larry@Tribbett.tqs,2002-4-11,217.8,62.5,M
3172,Nicole,Lawrence,Nicole@Lawrence.dui,1970-10-19,208.8,120.5,M
3173,Andrew,Auclair,Andrew@Auclair.zti,1964-1-26,192.8,106.8,M
3174,Nancy,Stone,Nancy@Stone.dga,2008-8-24,208.8,42.6,M
3175,Jeffery,Valadez,Jeffery@Valadez.bmm,1990-8-26,213.7,93.5,M
3176,Dianne,Tillman,Dianne@Tillman.qej,1951-2-22,147.3,119.5,F
3177,Linda,Mercier,Linda@Mercier.pgb,1992-4-3,147.4,130.1,M
3178,Regina,Craig,Regina@Craig.wud,1987-1-12,176.9,74.7,M
3179,Nathan,Snedeker,Nathan@Snedeker.xap,1975-3-6,171.1,50.2,M
3180,Gary,Mckenzie,Gary@Mckenzie.yzw,2004-12-1,170.1,127.9,M
3181,Nancy,Larsen,Nancy@Larsen.oer,1969-12-21,153.1,106.3,M
3182,Nancy,Gosman,Nancy@Gosman.uor,1959-4-27,195.7,40.2,F
3183,Robert,Hooten,Robert@Hooten.xtd,1984-11-5,177.7,79.8,M
3184,Dorothy,Banh,Dorothy@Banh.qpf,2004-4-6,145.0,64.0,M
3185,Diane,Hart,Diane@Hart.sff,1990-3-26,144.3,73.7,M
3186,David,Mueller,David@Mueller.cwc,1963-10-24,208.8,90.1,M
3187,Courtney,Porter,Courtney@Porter.vij,1987-2-22,173.5,61.2,M
3188,Richard,Thoburn,Richard@Thoburn.keu,1946-9-7,203.3,114.3,F
3189,Charles,Rivera,Charles@Rivera.cfk,1945-11-15,201.8,112.7,M
3190,Alicia,Nix,Alicia@Nix.esc,1991-11-4,184.4,42.1,M
3191,Walter,Ford,Walter@Ford.npa,1986-4-28,141.7,123.9,M
3192,Diane,Dodd,Diane@Dodd.maa,1987-4-15,218.6,115.6,F
3193,Michael,Johnson,Michael@Johnson.mxj,1995-5-23,152.7,101.9,M
3194,Reginia,Chadwell,Reginia@Chadwell.onm,1984-11-2,178.0,75.5,M
3195,Lyman,Mcdaniel,Lyman@Mcdaniel.coz,1969-7-19,171.4,63.5,F
3196,Virgilio,Rodriguez,Virgilio@Rodriguez.izn,1995-4-10,191.5,68.3,M
3197,Daniel,Denton,Daniel@Denton.bbn,1950-10-28,158.5,129.3,M
3198,Roosevelt,Evans,Roosevelt@Evans.qck,1966-5-18,158.5,92.6,M
3199,James,Henderson,James@Henderson.lax,1961-4-20,207.4,41.8,M
3200,Victor,Crabtree,Victor@Crabtree.evm,2000-3-5,185.2,128.4,F
3201,Jonathan,Washington,Jonathan@Washington.rsp,1960-11-2,195.4,92.4,M
3202,Sherman,Oldfield,Sherman@Oldfield.zkf,1961-4-14,177.1,62.7,F
3203,Weldon,Batts,Weldon@Batts.wkq,1943-10-7,169.2,111.0,M
3204,Marsha,Mosher,Marsha@Mosher.lvv,1974-2-9,217.7,57.3,F
3205,Sam,Crump,Sam@Crump.gka,1977-7-7,157.0,54.2,F
3206,Carrie,Treece,Carrie@Treece.tgb,1968-5-15,158.9,58.4,F
3207,John,Barbosa,John@Barbosa.nbv,1951-8-16,209.2,73.8,M
3208,Jill,Patton,Jill@Patton.aff,1943-4-26,196.9,66.0,M
3209,Lucas,Felder,Lucas@Felder.ynw,1949-5-21,176.9,41.4,M
3210,Kimberly,Elzy,Kimberly@Elzy.zlb,1976-3-24,194.6,91.2,M
3211,Jordan,Parks,Jordan@Parks.ahm,1979-3-1,199.8,85.0,F
3212,Richard,Matuszewski,Richard@Matuszewski.ovt,2001-11-27,179.5,118.3,M
3213,Eric,Jacko,Eric@Jacko.knk,1994-1-16,205.8,99.6,M
3214,Lisa,Mory,Lisa@Mory.sue,1981-1-27,163.5,125.0,M
3215,Charles,Ayala,Charles@Ayala.yel,1975-10-9,187.9,87.0,F
3216,Paul,Daniel,Paul@Daniel.faa,1940-7-8,207.9,118.6,F
3217,Olga,Markley,Olga@Markley.tjm,1997-12-5,188.8,74.4,M
3218,Robert,Mcdaniel,Robert@Mcdaniel.vgn,2002-5-27,142.5,42.6,F
3219,Janette,Palmer,Janette@Palmer.vku,1956-5-15,211.1,85.5,M
3220,Frances,Cincotta,Frances@Cincotta.oky,1960-2-22,194.0,84.1,M
3221,Randy,Patton,Randy@Patton.dbn,2000-12-13,210.8,46.1,F
3222,Andrew,Steik,Andrew@Steik.ild,1978-6-11,212.6,115.5,M
3223,Fermin,Ceja,Fermin@Ceja.nsq,1946-3-28,144.2,53.2,F
3224,Tyrone,Vargas,Tyrone@Vargas.hao,1996-7-11,219.5,88.0,M
3225,Brian,Stuck,Brian@Stuck.ari,1977-4-15,178.3,120.3,F
3226,Jessie,Taylor,Jessie@Taylor.aql,1956-9-23,188.4,92.3,F
3227,Stephen,Bobo,Stephen@Bobo.gsh,1950-4-17,205.6,110.2,F
3228,Amy,Gaver,Amy@Gaver.pbe,1977-9-2,146.3,118.4,F
3229,Ruth,Reisinger,Ruth@Reisinger.oti,1953-4-24,186.0,83.7,F
3230,Karri,Spiegel,Karri@Spiegel.fkm,2004-5-13,163.6,48.2,M
3231,Lorraine,Vance,Lorraine@Vance.cpc,1993-5-25,177.2,84.3,F
3232,Ray,Munder,Ray@Munder.gze,1958-8-9,204.3,61.0,M
3233,Adela,Liedke,Adela@Liedke.krh,1951-5-1,189.1,56.2,F
3234,Betty,Williams,Betty@Williams.tkw,1997-1-5,157.3,124.1,M
3235,Ricky,Jones,Ricky@Jones.uvv,1998-5-24,167.4,76.2,M
3236,Craig,Jackson,Craig@Jackson.ihf,2002-1-19,220.0,61.2,F
3237,Annabelle,White,Annabelle@White.ihf,1991-2-8,158.7,81.1,M
3238,Daniel,Girdley,Daniel@Girdley.wgl,1950-3-3,214.9,79.6,F
3239,James,Howell,James@Howell.xay,1982-9-4,208.5,56.0,M
3240,Hattie,Cummings,Hattie@Cummings.uig,1950-6-3,168.6,82.8,M
3241,Ronald,Welch,Ronald@Welch.qdz,1998-11-27,155.1,57.1,M
3242,Leonard,Hale,Leonard@Hale.mfi,1966-10-3,216.4,62.2,F
3243,Russell,Cooke,Russell@Cooke.ksl,1968-6-8,156.6,100.9,M
3244,Kathleen,Defazio,Kathleen@Defazio.sdo,2000-10-8,161.7,57.8,M
3245,Charles,Edison,Charles@Edison.hul,1997-10-18,213.7,119.0,M
3246,Alex,James,Alex@James.skq,1963-6-8,204.0,98.7,M
3247,Patricia,Guidry,Patricia@Guidry.nzt,1966-7-25,196.1,123.6,M
3248,James,Cave,James@Cave.nak,1955-4-16,203.4,78.9,M
3249,Jacqueline,Cahill,Jacqueline@Cahill.gur,2002-9-6,169.0,123.5,M
3250,Mary,Johnson,Mary@Johnson.qyq,2007-8-4,149.7,50.5,M
3251,Douglas,Collins,Douglas@Collins.dpl,1967-10-25,164.6,110.4,M
3252,Angela,Mims,Angela@Mims.nrt,1977-10-20,175.7,65.6,F
3253,Lorrie,Douglas,Lorrie@Douglas.duu,1942-1-7,180.4,116.1,M
3254,Daniel,Hayes,Daniel@Hayes.hdo,1979-3-9,206.3,65.5,M
3255,Audry,Douglas,Audry@Douglas.aox,1940-4-15,197.0,120.8,F
3256,Katherine,Mitchell,Katherine@Mitchell.nxi,1993-11-14,142.3,69.4,M
3257,James,Johnson,James@Johnson.jhv,1982-1-18,155.0,60.6,M
3258,Amalia,Garcia,Amalia@Garcia.uyc,1970-2-17,183.7,63.3,M
3259,Randy,Smith,Randy@Smith.pdv,2004-4-27,163.8,115.5,M
3260,Cami,Lisonbee,Cami@Lisonbee.aoa,1941-5-22,196.5,76.0,M
3261,Robert,Hoss,Robert@Hoss.dtt,1962-9-4,213.3,68.9,M
3262,Destiny,Albertson,Destiny@Albertson.vwx,1961-10-13,180.6,40.5,M
3263,Marie,Wallace,Marie@Wallace.ljh,1990-4-10,160.5,120.3,M
3264,Steven,Mcintire,Steven@Mcintire.zuq,1949-2-20,186.4,44.9,F
3265,Anne,Giddens,Anne@Giddens.psk,1963-5-16,163.6,54.9,F
3266,Paul,Moon,Paul@Moon.dns,1951-11-21,169.6,102.1,M
3267,Philip,Frank,Philip@Frank.swm,1952-11-23,203.7,78.5,M
3268,John,Lutz,John@Lutz.xji,2006-1-10,216.7,51.8,F
3269,Heidi,Condon,Heidi@Condon.lvo,1998-4-23,202.4,71.0,M
3270,Alice,Hill,Alice@Hill.ase,1945-7-27,203.9,122.6,M
3271,Linda,Morgan,Linda@Morgan.tja,1960-4-27,206.4,46.8,M
3272,Candy,Moreno,Candy@Moreno.ham,1997-1-6,208.6,106.1,M
3273,Richard,Hurt,Richard@Hurt.xxh,1983-7-15,220.2,73.0,M
3274,Michael,Kriese,Michael@Kriese.dpm,1998-3-19,162.8,121.3,M
3275,Iva,Pagan,Iva@Pagan.ick,2002-8-28,204.2,116.8,M
3276,Ronald,Sharpe,Ronald@Sharpe.peg,1999-11-1,164.3,106.1,M
3277,Thomas,Handley,Thomas@Handley.edo,1969-10-14,156.5,107.0,F
3278,Bill,Taylor,Bill@Taylor.ury,1984-5-20,210.9,121.2,F
3279,John,Blizzard,John@Blizzard.dxw,1972-3-20,197.9,63.7,F
3280,Joann,Pearsall,Joann@Pearsall.xof,1955-3-8,184.5,113.8,M
3281,Michele,Lee,Michele@Lee.wis,1998-1-27,163.7,65.0,M
3282,Angela,Patty,Angela@Patty.tva,1976-3-5,193.1,66.7,M
3283,Christine,Freeney,Christine@Freeney.kmb,1991-7-9,190.5,77.9,M
3284,Robert,James,Robert@James.ddr,2002-12-11,155.7,47.6,F
3285,Jeremy,Heck,Jeremy@Heck.rnt,1940-11-23,141.4,41.4,F
3286,Margaret,Mckee,Margaret@Mckee.jbd,1998-12-9,155.9,54.4,M
3287,Jarrod,Smith,Jarrod@Smith.fvz,1978-7-11,178.6,92.9,F
3288,Dennis,Schwantes,Dennis@Schwantes.kwr,1987-9-22,200.6,120.0,M
3289,Scot,Kemp,Scot@Kemp.rlr,1972-2-9,157.1,99.1,F
3290,Nancy,Glynn,Nancy@Glynn.xmi,2003-8-20,190.4,62.1,F
3291,Angelina,Ly,Angelina@Ly.nev,1949-8-23,172.5,41.5,F
3292,Wilma,Moore,Wilma@Moore.jgy,1942-8-18,144.2,77.0,M
3293,Gloria,Gagne,Gloria@Gagne.lbq,1946-8-18,175.2,78.1,M
3294,Russel,Krigbaum,Russel@Krigbaum.axw,1974-5-24,201.0,72.2,F
3295,Amanda,Allen,Amanda@Allen.qtx,1945-2-15,218.7,126.3,M
3296,George,Benner,George@Benner.bdf,1944-5-8,210.7,50.9,M
3297,Maxine,Dearborn,Maxine@Dearborn.rsm,1967-8-25,184.3,67.3,F
3298,Vincent,Brown,Vincent@Brown.rwd,1971-5-15,149.6,73.8,M
3299,Lilian,Allen,Lilian@Allen.tvg,1995-6-5,214.6,62.3,M
3300,Kurt,Shrader,Kurt@Shrader.jst,1985-12-19,181.9,50.9,M
3301,Susan,Dougherty,Susan@Dougherty.tgu,1953-3-25,173.5,72.8,F
3302,Arthur,Mcleod,Arthur@Mcleod.zwy,1975-6-15,147.8,110.7,M
3303,Daisy,Macdonald,Daisy@Macdonald.quv,1945-11-22,196.0,50.7,M
3304,Sterling,Justice,Sterling@Justice.qze,1982-12-16,152.8,113.4,M
3305,Stephanie,Bradley,Stephanie@Bradley.vgf,1972-12-18,166.1,99.9,M
3306,Nancy,Harris,Nancy@Harris.olk,1987-2-6,219.1,75.8,F
3307,David,Marquis,David@Marquis.jxt,1978-2-22,181.7,77.8,M
3308,Luis,Higgins,Luis@Higgins.qwc,1957-2-4,195.1,54.4,M
3309,Lillian,Granados,Lillian@Granados.nzk,1994-7-9,166.2,47.4,M
3310,Josie,Parker,Josie@Parker.izd,1982-5-4,197.6,118.2,M
3311,Jarod,Wiand,Jarod@Wiand.lbf,2003-4-3,149.1,42.8,M
3312,James,Brady,James@Brady.tzb,1990-10-26,142.8,52.6,M
3313,Anthony,Arbogast,Anthony@Arbogast.pcc,1978-10-2,169.5,81.1,M
3314,Robert,Dickens,Robert@Dickens.xvk,1981-9-12,161.5,58.0,M
3315,Marsha,Beato,Marsha@Beato.lkk,1982-7-7,204.1,114.6,F
3316,Michael,Cummings,Michael@Cummings.irp,1952-10-13,197.4,87.9,M
3317,Thomas,Mccoy,Thomas@Mccoy.nmu,2006-12-9,188.1,85.4,M
3318,Elizabeth,Johnson,Elizabeth@Johnson.tlp,1945-11-20,185.2,119.5,F
3319,Eric,Whitehead,Eric@Whitehead.zpv,2006-10-18,200.2,104.1,F
3320,Joann,Gonzales,Joann@Gonzales.gev,1969-6-5,151.7,89.7,M
3321,Kimberly,Rodriguez,Kimberly@Rodriguez.nys,1971-4-15,160.1,128.8,M
3322,Benny,Betts,Benny@Betts.chb,1998-12-12,193.6,82.8,M
3323,Charles,Swanson,Charles@Swanson.jqr,1984-5-23,179.2,128.1,F
3324,Elizabeth,King,Elizabeth@King.kaf,1970-4-21,159.7,87.3,M
3325,Adam,Springer,Adam@Springer.pey,1990-10-26,181.9,107.9,M
3326,Johnny,Ona,Johnny@Ona.bur,1977-1-14,199.3,80.5,F
3327,Gary,Mckinney,Gary@Mckinney.rci,1955-9-20,203.6,111.6,M
3328,Joe,Svoboda,Joe@Svoboda.lza,1975-3-18,197.4,62.3,M
3329,Rolando,Prevatte,Rolando@Prevatte.yvu,1952-1-10,142.8,129.6,F
